nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon,telefono,website,email,source
Quartosenso,restaurant,Via Carceri,Legnago,Verona,37045,45.1947599,11.3090354,,,,Originali
La Svolta Buona,restaurant,Via Dottor Prof. Angelo Nicolato,Valeggio sul Mincio,Verona,37067,45.3996187,10.7230088,,,,Originali
Seiterre,restaurant,Strada Vecchia del Monte Salionze,Valeggio sul Mincio,Verona,37067,45.3977161,10.7205462,,,,Originali
Trattoria Al Fante,restaurant,Via Vittorio Emanuele II,Monteforte d'Alpone,Verona,37032,45.4219037,11.2841554,,,,Originali
Jammu Shahi,restaurant,Via Alessandro Volta,San Bonifacio,Verona,37047,45.4049341,11.270439,,,,Originali
La Nube - Officina del Gusto,restaurant,SC,Selva di Progno,Verona,37030,45.6237315,11.1588219,,,,Originali
Senza nome,restaurant,Via Don Cesare Scala,Rivalta,Verona,37020,45.6590784,10.8944088,,,,Originali
Vecchia rama,restaurant,Via Tomenighe di Sotto,Negrar di Valpolicella,Verona,37024,45.5235221,10.9430452,,,,Originali
Primavera,restaurant,SP4,Sant'Ambrogio di Valpolicella,Verona,37015,45.5209569,10.8535055,,,,Originali
Aldo,restaurant,Via Mario Cipolla,Legnago,Verona,37045,45.1834296,11.2527943,,,,Originali
Trattoria da Nanni,restaurant,Località Gazzoli,Albarè,Verona,37010,45.5753168,10.7667533,+39 045 7200080,https://www.dananni.com/,info@dananni.com,Originali
Osteria Incontro,restaurant,Via Camalavicina,Camalavicina,Verona,37067,45.4158081,10.7254193,,,,Originali
Belcamin,restaurant,Località Belcamin,Bussolengo,Verona,37012,45.4783707,10.7833676,https://belcamin.it/,"Th-Tu 12:00-14:00,18:00-24:00",pizza,Originali
La tana di zio Nando,restaurant,Via Valle,Sona,Verona,37060,45.4254276,10.8240713,italian,12110398294,node,Originali
Alla Rotonda,restaurant,Via Fosse,Albisano,Verona,37010,45.6091235,10.686496,,,,Originali
Mondrian,restaurant,Via Disciplina,Legnago,Verona,37045,45.1942105,11.3091348,,,,Originali
Rifugio Monpier,restaurant,Via Giovanni Zambelli,Verona,Verona,37121,45.4404488,10.997999,,,,Originali
Ancora un morso,restaurant,Via Montini,Castelnuovo del Garda,Verona,37014,45.4377687,10.7587301,,,,Originali
Sos Pizza,restaurant,Via Umberto Primo,Castelnuovo del Garda,Verona,37014,45.4417019,10.764491,,,,Originali
Famous Daytona RaceStuarant,restaurant,Via Fossalta,Pacengo,Verona,37017,45.4768408,10.7231659,,,,Originali
Agriturismo La Campagnola,restaurant,Via Campagnola,Sona,Verona,37060,45.4205701,10.8195063,,,,Originali
Big Stone Grill,restaurant,Via Fossalta,Pacengo,Verona,37017,45.4775344,10.7212763,,,,Originali
Medieval Times,restaurant,Via dello Sport,Pacengo,Verona,37017,45.4782982,10.7270976,,,,Originali
Safari Pizza,restaurant,Via dello Sport,Pacengo,Verona,37017,45.4787117,10.7276181,,,,Originali
Al Camin,restaurant,Via Alpone,Vestenanova,Verona,37035,45.5552037,11.2274357,,,,Originali
Senza nome,restaurant,Via Guglielmo Marconi,Minerbe,Verona,37046,45.2411616,11.3387519,,,,Originali
Ciroli di Dalla Valle Mauro E Andrea SNC,restaurant,Via Roma,San Giovanni Ilarione,Verona,37035,45.5228779,11.2358286,+39 045 746 5698,https://www.pizzeriaciroli.it/,Mo-Tu 17:30-00:00; Th-Fr 17:30-00:00; Sa-Su 17:00-00:00,Originali
Il sogno,restaurant,Via Tevere,Pradelle,Verona,37060,45.2758285,10.8605981,,,,Originali
Nosh,restaurant,Vicolo Cieco Porta Palio,Verona,Verona,37122,45.4387203,10.9867725,6174832004,node,,Originali
Trattoria Da Emy,restaurant,Via Brigate Alpine,Villafranca di Verona,Verona,37062,45.3917174,10.9093045,,,,Originali
Iona seafood pub,restaurant,Via Bell'Italia,Peschiera del Garda,Verona,37019,45.4421911,10.6746949,,,,Originali
Piada&friends,restaurant,Vicolo Dietro Caserma Chiodo,Verona,Verona,37123,45.442094,10.9804318,1846488543,node,,Originali
Better sushi,restaurant,Via Giuseppe Ungaretti,Castelnuovo del Garda,Verona,37014,45.436789,10.7525279,,,,Originali
Florida,restaurant,Viale della Rimembranza,Negrar di Valpolicella,Verona,37024,45.5347929,10.9389306,,,,Originali
Rifugio Cuneck,restaurant,Via Camposilvano,Velo Veronese,Verona,37030,45.6255793,11.0966669,,,,Originali
Italí,restaurant,Via Piorta,Bussolengo,Verona,37012,45.4741725,10.8479233,+39 045 6766205,2476439313,node,Originali
Hama Sushi,restaurant,Via Verona,Bussolengo,Verona,37012,45.4688938,10.85863,+39 045 6116611,https://hamasushi.it/bussolengo/,hamabussolengo@gmail.com,Originali
Trattoria alla Mola,restaurant,Via Bonzanini,Sustinenza,Verona,37052,45.1511233,11.1682087,,,,Originali
Con.Tempo Pizzeria Contemporanea,restaurant,Via Monte Sabotino,Bussolengo,Verona,37012,45.4675302,10.853052,+39 045 570 7769,con.tempo.pizzeria@gmail.com,pizza;italian,Originali
Florí SNC di Pagani Marianna & C,restaurant,Via delle Fontane,Oppeano,Verona,37050,45.3107843,11.0711565,,,,Originali
Locanda Tre Vie,restaurant,Via Enzo Ferrari,Spiazzi,Verona,37013,45.6457198,10.8519414,,,,Originali
Trattoria Da Fiore,restaurant,Via Roveggia,Verona,Verona,37136,45.418269,10.9731666,+39 045 8230622,https://trattoriadafiore.it/,"Mo-Sa 12:00-14:30,19:00-22:30; Jul-Aug Sa 19:00-22:30; Su off",Originali
Pizzeria Il Castello,restaurant,Via Bassette,Castel d'Azzano,Verona,37060,45.3567698,10.9504969,+39 34 618 67826,We-Su 17:30-21:00,pizza,Originali
Le arche,restaurant,Via Rodi,Verona,Verona,37139,45.4430621,10.9395311,,,,Originali
Mori,restaurant,Stradone Santa Lucia,Verona,Verona,37136,45.4233609,10.9581525,+39 045 951155,"Mo-Su 12:00-15:00, 19:00-00:00",japanese,Originali
Agriturismo Case Vecie,restaurant,Via Casevecchie,Grezzana,Verona,37023,45.5244217,10.9989338,,,,Originali
Senza nome,restaurant,Via Gardesana,Albisano,Verona,37010,45.6079536,10.6863821,,,,Originali
Casaitalia,restaurant,Piazza Magenta,Malcesine,Verona,37018,45.7652089,10.80752,,,,Originali
La Stüa,restaurant,Via Panoramica,Malcesine,Verona,37018,45.7643459,10.8227791,,,,Originali
Tutto Bom,restaurant,Via Gardesana,Bussolengo,Verona,37012,45.4693329,10.8540889,,,,Originali
Ristorante Pizzeria Bice,restaurant,Via Abate Antonio Rivato,San Giovanni Ilarione,Verona,37035,45.519058,11.2374199,+39 045 746 5057,https://ristorantebice.it/,pizza;regional;italian;coffee_shop,Originali
Trattoria antichi sapori,restaurant,Via Brennero,Pescantina,Verona,37026,45.4977937,10.8646961,,,,Originali
M'infarino,restaurant,Via San Vito,Cerea,Verona,37053,45.1916365,11.2040421,,,,Originali
Pizza Teo,restaurant,Via Verona,Bardolino,Verona,37011,45.5218509,10.7557426,,,,Originali
Agriturismo al Portego,restaurant,Via Casotton,Oppeano,Verona,37050,45.3002504,11.1882463,,,,Originali
Stube 32,restaurant,Via San Rocco,Roverè Veronese,Verona,37028,45.5515478,11.0863201,,,,Originali
I Roersi Pizzeria Sociale,restaurant,Via Ponte,Arzerè,Verona,37021,45.5876681,11.01895,,,,Originali
Laghetto dei salici,restaurant,Via Palùvecchio,Roverchiara,Verona,37050,45.280361,11.245146,,,,Originali
Trattoria  Al Ranch,restaurant,Via Grassa,Borgo Bonavicina,Verona,37050,45.2425905,11.1848101,,,,Originali
Ristorante Hotel Luisa,restaurant,Via Vecchia,Assenza,Verona,37010,45.726752,10.7815974,,,,Originali
Baito Novezza,restaurant,Strada Provinciale Monte Baldo,Ferrara di Monte Baldo,Verona,37020,45.7096469,10.8588725,,,,Originali
ALMA,restaurant,Piazza Isolo,Verona,Verona,37129,45.4427265,11.0038321,+39 342 912 2545,sandwich,5343121523,Originali
Sforno Pizza,restaurant,Via degli Alpini,Montecchia di Crosara,Verona,37030,45.4850314,11.2563299,pizza,13002109358,node,Originali
Re di Fiandra,restaurant,Via Alpone,Montecchia di Crosara,Verona,37030,45.4874468,11.2569788,+39 045 654 4224,https://www.redifiandra.it/,pizza,Originali
Ostaria da Careta,restaurant,Via Cao del Prà,Lugagnano,Verona,37060,45.4328862,10.8894107,pizza;coffee_shop;italian,13021648880,node,Originali
Porto Mancino,restaurant,Via Lazzaretto,Verona,Verona,37133,45.4233046,11.0198977,+39 045 8403313,https://portomancino.com/,Mo-Su 19:00-23:30,Originali
Riviera,restaurant,Via San Carlo,Garda,Verona,37016,45.5733814,10.6722012,,,,Originali
Pronto Pizza di Luca Giannacari & C. S.a.s.,restaurant,Via San Pierino,Bovolone,Verona,37051,45.2534506,11.1282551,,,,Originali
Osteria al Ritorno,restaurant,Via Catena,Grezzana,Verona,37023,45.5251741,11.0220559,+39045907348,https://osteriaalritorno.com/,13123768827,Originali
Pizzium,restaurant,Via San Rocchetto,Verona,Verona,37121,45.4419479,10.9963055,,,,Originali
Ba Hot Pot,restaurant,Via Guglielmo Marconi,Verona,Verona,37122,45.4377133,10.9882845,,,,Originali
Madai,restaurant,Via Antonio Meucci 1/A,Caldiero,Verona,37042,45.4168068,11.1606249,,,,Originali
Pizzeria Prima O Poi,restaurant,Via Ottavia Fontana,Veronella,Verona,37040,45.3217696,11.3253153,,,,Originali
Casa Mia,restaurant,Via Walterio,Badia Calavena,Verona,37030,45.5691911,11.153242,,,,Originali
Albergo al Platano,restaurant,Via Pazzon Platano,Lubiara,Verona,37013,45.6082801,10.8158255,+39 045 724 2283,albergo-alplatano.it,italian,Originali
Ristorante Trattoria Primaveria,restaurant,Località San Martino,Lubiara,Verona,37013,45.6089668,10.8152434,+39 045 724 1121,13230553099,node,Originali
Vescovo Moro,restaurant,Via Pontida,Verona,Verona,37123,45.4435261,10.9778044,,,,Originali
Dehor,restaurant,Via Paul,Marciaga,Verona,37010,45.5894419,10.7114138,,,,Originali
Bar Osteria dal cardinal,restaurant,Via dell'Industria,Sommacampagna,Verona,37066,45.4019863,10.8456154,+390452064278,Mo-Sa 09:00-14:00,italian,Originali
Bar Pizzeria CV2,restaurant,Via Giacomo Aroldi,Monteforte d'Alpone,Verona,37032,45.4491323,11.3031725,13271455001,node,,Originali
Terrazza Camillo,restaurant,Via Napoleonica,Valeggio sul Mincio,Verona,37067,45.3438873,10.6962747,,,,Originali
Fu Sushi,restaurant,Via Federico Garofoli,San Giovanni Lupatoto,Verona,37057,45.398457,11.0218905,,,,Originali
da Gigi,restaurant,Via Gardesana,Malcesine,Verona,37018,45.759187,10.808379,,,,Originali
Black Angus,restaurant,Via Floreste Malfer,Verona,Verona,37135,45.4093216,10.9817171,,,,Originali
Da-dà bistrot,restaurant,Via Pier Domenico Frattini,Legnago,Verona,37045,45.1903883,11.3117398,,,,Originali
Buffalo Ranch,restaurant,Via Francesco Stellini,Nogara,Verona,37054,45.1784825,11.059252,,,,Originali
Florida,restaurant,Via Isola,Buttapietra,Verona,37060,45.3325842,11.0013913,,,,Originali
Ristorante Pizzeria La Colomba,restaurant,Via Colomba,Colognola ai Colli,Verona,37030,45.4101557,11.2135109,,,,Originali
Bar Charly,cafe,Via Bartolomeo Giuliari 43d,Verona,VR,37134,45.4085161,10.9946997,138851754,way,,Originali
Bistrot Porta Nuova,cafe,Piazzale Venticinque Aprile,Verona,VR,37138,45.4290103,10.9820014,+39 800 069069,coffee_shop,1155089662,Originali
Caffé Vergnano,cafe,Viale delle Nazioni 1,Verona,VR,37135,45.4057581,10.9775279,coffee_shop,1227411387,way,Originali
Victory,bar,Via Sardegna 1d,Verona,VR,37139,45.4380411,10.9475321,+39 045 4683812,https://www.victorycaffe.it/,victory@hotmail.it,Originali
Bar La Pantalona,cafe,Via Aeroporto Angelo Berardi 82,Verona,VR,37139,45.458039,10.9473669,Mo-Fr 07:00-19:00; Sa 07:00-12:30,1650194632,node,Originali
Tiratardi,bar,Via Sebastiano dal Vino 4,Verona,VR,37133,45.4333759,11.009377,+39 045 8032291,2280539136,node,Originali
Bar Palazzetto,bar,Via Leonardo da Vinci 24,Verona,VR,37138,45.4379715,10.9714762,2538045000,node,,Originali
Jolly,bar,Via Mantovana 185l,Verona,VR,37137,45.4022035,10.9238373,2678749866,node,,Originali
Bar Blondy's,bar,Via Mantovana 185n,Verona,VR,37137,45.4003335,10.9212248,2710784735,node,,Originali
Gelateria Frullateria K2,cafe,Via Giuseppe Rensi 13,Villafranca di Verona,VR,37069,45.349923,10.8438767,+39 045 6303848,ice_cream,2832393219,Originali
Molinari - Pasticceria bar gelateria,bar,Corso Vittorio Emanuele II 246,Villafranca di Verona,VR,37069,45.3514668,10.843781,+39 045 7901852,https://www.localistorici.it/it/Schede/view/slug/caffe-pasticceria-fantoni/tipo/locali-storici,2962843951,Originali
L'essenziale,cafe,Via Gian Matteo Giberti 20,Verona,VR,,45.4341488,10.986169,,,,Originali
G & G,bar,Via Fama 6b,Verona,VR,37121,45.4435729,10.9952509,3032414337,node,,Originali
Cappa Cafè,cafe,Piazzetta Brà Molinari 1,Verona,VR,37121,45.4465577,11.0000962,3039205214,node,,Originali
Caffè Manzoni,cafe,Viale Alessandro Manzoni 2b,Verona,VR,37138,45.443366,10.9699057,3157621426,node,,Originali
Archivio,bar,Via Rosa 3c,Verona,VR,37121,45.4442437,10.9971085,+39 045 9781963,3446479388,node,Originali
Caffè & Parole,cafe,Piazza Duomo 1a,Verona,VR,37121,45.4467113,10.9962222,+39 3403410992,italian;coffee_shop,3446479642,Originali
Starbucks,cafe,Galleria Pellicciai 2,Verona,VR,37121,45.4420157,10.9953905,https://www.starbucks.it/,Th 13:00-20:30; Fr-Su 07:30-20:30,coffee_shop,Originali
Kinky Cafè,cafe,Piazza Risorgimento 17d,Verona,VR,37139,45.4397391,10.9472426,3726115641,node,,Originali
Wally's,cafe,Largo San Nazaro 2,Verona,VR,45.4406361,45.4406361,11.0089107,node,,,Originali
Voramar,cafe,Via Valpolicella 24,Verona,VR,37124,45.480543,10.9437548,+39 331 8214333,4035446498,node,Originali
Mr. Helios,cafe,Via dei Reti 24,Verona,VR,37124,45.479241,10.9408077,4035519672,node,,Originali
Bar Armosa,bar,Via Agostino Mainardi 12,Verona,VR,37133,45.4326711,11.0219003,4125387709,node,,Originali
Il Gelato di San Massimo,cafe,Piazza Risorgimento 16a,Verona,VR,37139,45.439247,10.9471594,ice_cream,4377463005,node,Originali
Boop Beer bar,bar,Via Cantarane 8,Verona,VR,37129,45.4389155,11.0093063,+39 3468498331,4553686397,node,Originali
Bar Palladio,cafe,Viale Andrea Palladio 31,Verona,VR,37138,45.4318317,10.9729158,+39 045 8903740,Mo-Sa 06:00-13:00,1397381294,Originali
Interno 5,bar,Via Giovanna Murari Brà 35e,Verona,VR,37136,45.4211884,10.973085,+39 338 346 6299,interno5vr@gmail.com,Mo-Th 17:00-01:00; Fr-Su 17:00-02:00,Originali
Astor,cafe,Piazzale Ludovico Antonio Scuro 1,Verona,VR,37134,45.4062562,10.9935454,4553708332,node,,Originali
Flor,bar,Via Francesco Anzani 19,Verona,VR,37126,45.4468702,10.9893297,4553709377,node,,Originali
N'Est pas,bar,Via Filippo Rosa Morando 5,Verona,VR,37131,45.4408444,11.0178099,We-Mo 18:00-00:00,4553714385,node,Originali
Romeo Bistrot,bar,Vicolo San Marco in Foro 1b,Verona,VR,37121,45.4428943,10.9961307,+39 045 9787103,4553720008,node,Originali
Barba Nera,bar,Via dei Lamberti 15,Verona,VR,37134,45.4081947,10.9990678,+39 388 254 4059,"Mo-Sa 08:00-00:00; Su 11:00-15:00, 18:00-00:00",4553722483,Originali
Roxy bar,cafe,Corso Milano 8a,Verona,VR,37138,45.4433169,10.9720854,4553724415,node,,Originali
Bar Taitù,cafe,Via Osoppo 4c,Verona,VR,37124,45.4577632,10.9793762,4553728899,node,,Originali
Riva Mancina,bar,Vicolo Quadrelli 1,Verona,VR,37129,45.4433256,11.0022383,+39 045 803 3585,https://rivamancina.it/,"Tu-Th 18:00-02:00, Fr-Sa 18:00-03:00, Su 18:00-02:00",Originali
White café,cafe,Via Cacciatori delle Alpi 2,Verona,VR,37137,45.4209231,10.9540288,4553758270,node,,Originali
Butterfly cafè,cafe,Piazza dei Caduti 42,Verona,VR,37137,45.420204,10.9558599,"Mo-Th 07:00-22:00, Fr,Sa 07:00-24:00, Su,PH 08:00-15:00",coffee_shop,4553771072,Originali
Minuto di Bauli,cafe,Via Cappello 3a,Verona,VR,37121,45.4423379,10.9978909,Mo-Fr 08:30-20:30; Sa 08:30-21:30; Su 08:30-20:30,juice,4553777695,Originali
Lo Stuzzichino Delle Stelle,cafe,Via Roveggia 89,Verona,VR,37136,45.4079098,10.9632046,4553779492,node,,Originali
Caffetteria Chery,cafe,Via San Camillo de Lellis 1,Verona,VR,37126,45.4510546,10.9852038,4553784911,node,,Originali
Senza nome,cafe,SS12 dell'Abetone e del Brennero Km. 295+215,Bussolengo,VR,45.4581131,45.4581131,10.8741753,node,,,Originali
Bar all'Angolo,cafe,Via Colombara 20,Verona,VR,37137,45.4198842,10.9545726,5249038495,node,,Originali
Bar 93,cafe,Via Mantovana 93c,Verona,VR,37137,45.4204212,10.9531878,5249038496,node,,Originali
Meeting,cafe,Via Mantovana 73,Verona,VR,37137,45.4223236,10.9562816,5249038502,node,,Originali
Amadeus,cafe,Via Filippo Brunelleschi 11a,Verona,VR,45.4326247,45.4326247,10.9714767,node,,,Originali
Via Roma 33 Cafe,cafe,Via Roma 33,Verona,VR,37121,45.4392546,10.9883197,"Mo-Su 00:00-02:00,07:30-24:00",5501915525,node,Originali
Belgio e Dolcezze da Hans,bar,Via Tione 7b,Villafranca di Verona,VR,37069,45.3533897,10.8393927,5622423867,node,,Originali
Bar Lux,bar,Via Tevere,Verona,VR,37136,45.4183978,10.9589755,Mo-Su 07:00-23:00,7177573217,node,Originali
Galleria Marconi Café,cafe,Via Guglielmo Marconi 23b,Verona,VR,37122,45.4360286,10.9863413,7340941957,node,,Originali
Café Gaston,cafe,Via Guglielmo Marconi 27c,Verona,VR,37122,45.4356866,10.985849,Mo-Sa 07:00-24:00,7340941958,node,Originali
Axel,cafe,Via Evangelista Torricelli 62,Verona,VR,37136,45.4156651,10.9502095,7951758405,node,,Originali
Duchi Café,bar,Via Leoni 19a,Verona,VR,37121,45.4397147,11.0005599,+39 045 8266579,http://www.duchicafe.it,8012571672,Originali
Caffè del Borgo,cafe,Viale Spolverini 40,Verona,VR,37131,45.4398086,11.0217596,+39 045 2230521,"Mo-Th 07:00-21:00; Fr,Sa 07:00-22:00",8065668047,Originali
Bistrot Caffetteria,cafe,Piazzetta Santa Maria in Organo 2a,Verona,VR,45.4441812,45.4441812,11.0041978,node,,,Originali
Road Movie Bar,cafe,Via dell'Artigianato 35d,Caselle di Sommacampagna,Verona,37066,45.409722,10.8867621,Mo-Sa 06:00-21:00,10852472488,node,Originali
M16 Bistrot,bar,Via Santa Teresa 2,Verona,VR,37135,45.4226526,10.9840352,+39 045 445 0070,https://m16bistrot.com/,Info@m16bistrot.com,Originali
Ristorante all'Ancora,ristorante,"Via Massimiliano Custoza, 111",Roverbella,VR,46048,45.2651637,10.7671838,+390376693170,info@ristoranteallancora.com,"Tu-We off; Mo, Th-Sa 12:30-14:00, 19:30-21:45; Su 12:30-14:00, 19:30-21:30",OpenStreetMap
Bar Gelateria Cristallo,bar,"Piazza Giacomo Matteotti, 69",VR,37011,45.546671,10.719668,39,http://www.ristorantebotticelli.eu,vale.ghiraldo@gmail.com,"Tu-Su 12:00-14:00,19:00-22:00",OpenStreetMap
Ristorante Due Mori - specialità pesce,ristorante,"Via Sant'Antonio, 41",San Vito di Leguzzano,VR,36030,45.6827383,11.3758934,"Tu-Su 09:00-15:30,18:30-01:00",348237880,node,OpenStreetMap
"Agriturismo ""Il Nuovo Borgo""",ristorante,"Via Borgo, 31",Montebello Vicentino,VR,45.4716474,11.3949597,39,"Su 12:00-15:00, Tu-Sa 12:00-15:00,19:00-22:30",italian,387742602,OpenStreetMap
Il Bacco d'oro - Parco di Venere,ristorante,"Via Venturi, 14",VR,37030,45.4696387,11.1296585,430617722,node,,,OpenStreetMap
Pizza Planet,pub,"Via Croce, 1",Lazise,VR,45.4717759,10.7423311,446993510,node,,,OpenStreetMap
Bar Europa,pub,"Piazza Vittorio Veneto, 13",VR,37010,45.6064507,10.7267813,492062961,https://www.daumberto.it/,modenaluca@libero.it,Mo-Su 11:30-22:00,OpenStreetMap
El Brol,ristorante,"Piazza Vittorio Veneto, 7",VR,37010,45.6061444,10.7270575,39,https://www.elbrol.com/,"Th-Tu 12:00-14:30, 18:30-22:30",regional,OpenStreetMap
Chiaroscuro Cafè,bar,"Via Ponte, 99",VR,37026,45.4800041,10.8624555,39,1805251985,node,,OpenStreetMap
Archi bistrot & caffè,bar,Grezzana,VR,37023,45.5191816,11.01623,592295501,node,,,OpenStreetMap
Bar Pappagallo,bar,Passeggiato Rivalunga,VR,37011,45.5563979,10.7165247,39,694608220,node,,OpenStreetMap
Il BarKino Beach Cafe,bar,Passeggiata Rivalunga,Bardolino (VR),VR,37011,45.5583612,10.7154125,unknown,694608225,node,OpenStreetMap
Eden Food and Drink,bar,Passeggiata Rivalunga,Bardolino (VR),VR,37011,45.5609644,10.7138739,unknown,698908391,node,OpenStreetMap
Bar Campagnari,bar,"Via Lumini, 23",San Zeno di Montagna,VR,45.6279675,10.7549114,702234309,node,,,OpenStreetMap
La Forgia,ristorante,Lazise,VR,37017,45.5056689,10.7314975,746684859,node,,,OpenStreetMap
Beach 03 Ristobar,bar,Passeggiata Rivalunga,Bardolino (VR),VR,37011,45.559424,10.7148197,unknown,764404347,node,OpenStreetMap
Brenzan,panetteria,"Via Fusina, 23",Grezzana,VR,37023,45.5131789,11.0164305,+39 045 907076,848278497,node,OpenStreetMap
